userId,movieId,rating,genres
1,943,4.0,"['Drama', 'Fantasy', 'Romance']"
1,954,5.0,['Drama']
1,1009,3.0,"['Adventure', 'Children', 'Fantasy']"
1,1023,5.0,"['Animation', 'Children', 'Musical']"
1,1024,5.0,"['Animation', 'Children', 'Musical']"
1,1025,5.0,"['Animation', 'Children', 'Fantasy', 'Musical']"
1,1029,5.0,"['Animation', 'Children', 'Drama', 'Musical']"
1,1030,3.0,"['Adventure', 'Animation', 'Children', 'Musical']"
1,1031,5.0,"['Adventure', 'Children', 'Musical']"
1,1042,4.0,"['Comedy', 'Drama']"
1,1049,5.0,"['Action', 'Adventure']"
1,1073,5.0,"['Children', 'Comedy', 'Fantasy', 'Musical']"
1,1089,5.0,"['Crime', 'Mystery', 'Thriller']"
1,1097,5.0,"['Children', 'Drama', 'Sci-Fi']"
1,1136,5.0,"['Adventure', 'Comedy', 'Fantasy']"
1,1196,5.0,"['Action', 'Adventure', 'Sci-Fi']"
1,1197,5.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']"
1,1198,5.0,"['Action', 'Adventure']"
1,1206,5.0,"['Crime', 'Drama', 'Sci-Fi', 'Thriller']"
1,1210,5.0,"['Action', 'Adventure', 'Sci-Fi']"
1,1213,5.0,"['Crime', 'Drama']"
1,1214,4.0,"['Horror', 'Sci-Fi']"
1,1222,5.0,"['Drama', 'War']"
1,1224,5.0,"['Action', 'Drama', 'Romance', 'War']"
1,1226,5.0,"['Drama', 'Romance']"
1,1240,5.0,"['Action', 'Sci-Fi', 'Thriller']"
1,1256,5.0,"['Comedy', 'Musical', 'War']"
1,1258,3.0,['Horror']
1,1265,4.0,"['Comedy', 'Fantasy', 'Romance']"
1,1275,5.0,"['Action', 'Adventure', 'Fantasy']"
1,1282,5.0,"['Animation', 'Children', 'Fantasy', 'Musical']"
1,1291,5.0,"['Action', 'Adventure']"
1,1396,3.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Sci-Fi']"
1,1408,3.0,"['Action', 'Romance', 'War', 'Western']"
1,1445,3.0,"['Comedy', 'War']"
1,1473,4.0,"['Action', 'Comedy', 'Crime', 'Drama']"
1,1500,4.0,"['Comedy', 'Crime', 'Romance']"
1,1517,5.0,"['Action', 'Adventure', 'Comedy']"
1,1552,4.0,"['Action', 'Adventure', 'Thriller']"
1,1573,5.0,"['Action', 'Crime', 'Drama', 'Thriller']"
1,1580,3.0,"['Action', 'Comedy', 'Sci-Fi']"
1,1587,5.0,"['Action', 'Adventure', 'Fantasy']"
1,1617,5.0,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']"
1,1625,5.0,"['Drama', 'Mystery', 'Thriller']"
1,1644,3.0,"['Horror', 'Mystery', 'Thriller']"
1,1732,5.0,"['Comedy', 'Crime']"
1,1777,4.0,"['Comedy', 'Romance']"
1,1793,4.0,['Comedy']
1,1805,4.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
1,1920,4.0,"['Animation', 'Children', 'Fantasy', 'War']"
1,1927,5.0,"['Action', 'Drama', 'War']"
1,1967,4.0,"['Adventure', 'Fantasy', 'Musical']"
1,2000,4.0,"['Action', 'Comedy', 'Crime', 'Drama']"
1,2005,5.0,"['Action', 'Adventure', 'Children', 'Comedy', 'Fantasy']"
1,2012,4.0,"['Adventure', 'Comedy', 'Sci-Fi', 'Western']"
1,2018,5.0,"['Animation', 'Children', 'Drama']"
1,2028,4.0,"['Action', 'Drama', 'War']"
1,2033,5.0,"['Adventure', 'Animation', 'Children', 'Fantasy']"
1,2046,4.0,"['Adventure', 'Children', 'Sci-Fi']"
1,2048,5.0,"['Action', 'Animation', 'Children', 'Crime']"
1,2054,4.0,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']"
1,2058,5.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']"
1,2078,5.0,"['Animation', 'Children', 'Comedy', 'Musical']"
1,2090,5.0,"['Adventure', 'Animation', 'Children', 'Crime', 'Drama']"
1,2093,3.0,"['Adventure', 'Children', 'Fantasy']"
1,2094,5.0,"['Action', 'Adventure', 'Sci-Fi']"
1,2115,5.0,"['Action', 'Adventure', 'Fantasy']"
1,2116,5.0,"['Adventure', 'Animation', 'Children', 'Fantasy']"
1,2137,5.0,"['Animation', 'Children']"
1,2139,5.0,"['Adventure', 'Animation', 'Children', 'Drama']"
1,2143,4.0,"['Adventure', 'Fantasy', 'Romance']"
1,2161,5.0,"['Adventure', 'Children', 'Fantasy']"
1,2174,4.0,"['Comedy', 'Fantasy']"
1,2193,4.0,"['Action', 'Adventure', 'Fantasy']"
1,2253,2.0,"['Comedy', 'Fantasy']"
1,2273,4.0,"['Action', 'Comedy', 'Crime', 'Thriller']"
1,2291,5.0,"['Drama', 'Fantasy', 'Romance']"
1,2329,5.0,"['Crime', 'Drama']"
1,2338,2.0,"['Horror', 'Mystery', 'Thriller']"
1,2353,5.0,"['Action', 'Thriller']"
1,2387,5.0,"['Comedy', 'Crime']"
1,2389,2.0,"['Crime', 'Horror', 'Thriller']"
1,2395,5.0,"['Comedy', 'Drama']"
1,2406,4.0,"['Action', 'Adventure', 'Comedy', 'Romance']"
1,2450,4.0,"['Adventure', 'Comedy', 'Sci-Fi']"
1,2459,5.0,['Horror']
1,2470,5.0,"['Adventure', 'Comedy']"
1,2492,4.0,"['Comedy', 'Romance']"
1,2502,5.0,"['Comedy', 'Crime']"
1,2528,3.0,"['Action', 'Adventure', 'Sci-Fi']"
1,2529,5.0,"['Action', 'Drama', 'Sci-Fi']"
1,2542,5.0,"['Comedy', 'Crime', 'Thriller']"
1,2571,5.0,"['Action', 'Sci-Fi', 'Thriller']"
1,2580,5.0,"['Comedy', 'Crime']"
1,2596,5.0,"['Comedy', 'Drama']"
1,2616,4.0,"['Action', 'Crime']"
1,2617,2.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Thriller']"
1,2628,4.0,"['Action', 'Adventure', 'Sci-Fi']"
1,2640,4.0,"['Action', 'Adventure', 'Sci-Fi']"
1,2641,5.0,"['Action', 'Sci-Fi']"
1,2648,4.0,"['Drama', 'Horror', 'Sci-Fi']"
1,2654,5.0,"['Drama', 'Fantasy', 'Horror']"
1,2657,3.0,"['Comedy', 'Horror', 'Musical', 'Sci-Fi']"
1,2692,5.0,"['Action', 'Crime']"
1,2700,5.0,"['Animation', 'Comedy', 'Musical']"
1,2716,5.0,"['Action', 'Comedy', 'Sci-Fi']"
1,2797,4.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
1,2826,4.0,"['Action', 'Adventure', 'Fantasy']"
1,2858,5.0,"['Drama', 'Romance']"
1,2872,5.0,"['Adventure', 'Fantasy']"
1,2899,5.0,"['Adventure', 'Animation', 'Children']"
1,2916,4.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
1,2944,5.0,"['Action', 'Drama', 'War']"
1,2947,5.0,"['Action', 'Adventure', 'Thriller']"
1,2959,5.0,"['Action', 'Crime', 'Drama', 'Thriller']"
1,2987,5.0,"['Adventure', 'Animation', 'Children', 'Comedy', 'Crime', 'Fantasy', 'Mystery']"
1,2991,5.0,"['Action', 'Adventure', 'Thriller']"
1,2993,5.0,"['Action', 'Adventure', 'Thriller']"
1,2997,4.0,"['Comedy', 'Drama', 'Fantasy']"
1,3033,5.0,"['Comedy', 'Sci-Fi']"
1,3062,4.0,"['Action', 'Drama', 'War']"
1,3168,4.0,"['Adventure', 'Drama']"
1,3176,1.0,"['Drama', 'Mystery', 'Thriller']"
1,3243,3.0,['Comedy']
1,3247,3.0,"['Comedy', 'Crime']"
1,3253,5.0,['Comedy']
1,3273,5.0,"['Comedy', 'Horror', 'Mystery', 'Thriller']"
1,3386,5.0,"['Drama', 'Mystery', 'Thriller']"
1,3439,4.0,"['Action', 'Children', 'Fantasy']"
1,3440,4.0,"['Action', 'Adventure', 'Children', 'Comedy', 'Fantasy']"
1,3441,5.0,"['Action', 'Drama', 'War']"
1,3448,5.0,"['Comedy', 'Drama', 'War']"
1,3450,5.0,['Comedy']
1,3489,4.0,"['Adventure', 'Comedy', 'Fantasy']"
1,3527,4.0,"['Action', 'Sci-Fi', 'Thriller']"
1,3617,4.0,['Comedy']
1,3639,4.0,"['Action', 'Adventure', 'Thriller']"
1,3671,5.0,"['Comedy', 'Western']"
1,3702,5.0,"['Action', 'Adventure', 'Sci-Fi']"
1,3703,5.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
1,3729,5.0,"['Action', 'Crime', 'Drama', 'Thriller']"
1,3740,4.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
1,3744,4.0,"['Action', 'Crime', 'Thriller']"
1,3793,5.0,"['Action', 'Adventure', 'Sci-Fi']"
1,3809,4.0,['Comedy']
1,4006,4.0,"['Adventure', 'Animation', 'Children', 'Sci-Fi']"
1,5060,5.0,"['Comedy', 'Drama', 'War']"
2,318,3.0,"['Crime', 'Drama']"
2,333,4.0,['Comedy']
2,1704,4.5,"['Drama', 'Romance']"
2,3578,4.0,"['Action', 'Adventure', 'Drama']"
2,6874,4.0,"['Action', 'Crime', 'Thriller']"
2,8798,3.5,"['Action', 'Crime', 'Drama', 'Thriller']"
2,46970,4.0,"['Action', 'Comedy']"
2,58559,4.5,"['Action', 'Crime', 'Drama', 'IMAX']"
2,60756,5.0,['Comedy']
2,60756,5.0,['Comedy']
2,68157,4.5,"['Action', 'Drama', 'War']"
2,71535,3.0,"['Action', 'Comedy', 'Horror']"
2,77455,3.0,"['Comedy', 'Documentary']"
2,79132,4.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller', 'IMAX']"
2,80489,4.5,"['Crime', 'Drama', 'Thriller']"
2,80906,5.0,['Documentary']
2,89774,5.0,['Drama']
2,89774,5.0,['Drama']
2,91529,3.5,"['Action', 'Adventure', 'Crime', 'IMAX']"
2,91658,2.5,"['Drama', 'Thriller']"
2,99114,3.5,"['Action', 'Drama', 'Western']"
2,106782,5.0,"['Comedy', 'Crime', 'Drama']"
2,106782,5.0,"['Comedy', 'Crime', 'Drama']"
2,106782,5.0,"['Comedy', 'Crime', 'Drama']"
2,109487,3.0,"['Sci-Fi', 'IMAX']"
2,112552,4.0,['Drama']
2,114060,2.0,"['Crime', 'Drama', 'Thriller']"
2,131724,5.0,['Documentary']
3,31,0.5,['Drama']
3,527,0.5,"['Drama', 'War']"
3,647,0.5,"['Action', 'Crime', 'Drama', 'War']"
3,688,0.5,"['Action', 'Adventure', 'Comedy', 'War']"
3,720,0.5,"['Adventure', 'Animation', 'Comedy']"
3,849,5.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
3,914,0.5,"['Comedy', 'Drama', 'Musical', 'Romance']"
3,1093,0.5,['Drama']
3,1124,0.5,['Drama']
3,1272,0.5,"['Drama', 'War']"
3,1302,0.5,"['Children', 'Drama', 'Fantasy']"
3,1371,3.0,"['Adventure', 'Sci-Fi']"
3,1587,4.5,"['Action', 'Adventure', 'Fantasy']"
3,2018,0.5,"['Animation', 'Children', 'Drama']"
3,2080,0.5,"['Animation', 'Children', 'Comedy', 'Romance']"
3,2105,2.0,"['Action', 'Adventure', 'Sci-Fi']"
3,2851,5.0,"['Adventure', 'Sci-Fi', 'Thriller']"
3,3210,0.5,"['Comedy', 'Drama', 'Romance']"
3,3703,5.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
3,3949,0.5,['Drama']
3,5048,0.5,"['Adventure', 'Children', 'Comedy']"
3,5181,5.0,"['Action', 'Sci-Fi', 'Thriller']"
3,5746,5.0,"['Action', 'Horror', 'Mystery', 'Sci-Fi']"
3,5919,5.0,['Sci-Fi']
3,6238,0.5,"['Comedy', 'Drama', 'Romance']"
3,6835,5.0,"['Action', 'Horror', 'Sci-Fi']"
3,7899,4.5,['Action']
3,7991,5.0,"['Action', 'Sci-Fi']"
3,26409,4.5,"['Horror', 'Sci-Fi']"
3,70946,5.0,"['Fantasy', 'Horror']"
3,72378,0.5,"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
4,21,3.0,"['Comedy', 'Crime', 'Thriller']"
4,32,2.0,"['Mystery', 'Sci-Fi', 'Thriller']"
4,45,3.0,"['Comedy', 'Drama', 'Thriller']"
4,47,2.0,"['Mystery', 'Thriller']"
4,58,3.0,"['Comedy', 'Drama', 'Romance']"
4,106,4.0,"['Comedy', 'Drama']"
4,125,5.0,['Comedy']
4,126,1.0,"['Adventure', 'Children', 'Fantasy']"
4,176,5.0,['Comedy']
4,190,2.0,['Thriller']
4,215,5.0,"['Drama', 'Romance']"
4,222,1.0,"['Drama', 'Romance']"
4,232,5.0,"['Comedy', 'Drama', 'Romance']"
4,235,2.0,"['Comedy', 'Drama']"
4,247,3.0,"['Crime', 'Drama']"
4,260,5.0,"['Action', 'Adventure', 'Sci-Fi']"
4,265,5.0,"['Drama', 'Fantasy', 'Romance']"
4,319,5.0,"['Comedy', 'Drama', 'Thriller']"
4,342,5.0,['Comedy']
4,348,4.0,['Comedy']
4,357,3.0,"['Comedy', 'Romance']"
4,368,4.0,"['Adventure', 'Comedy', 'Western']"
4,417,2.0,"['Comedy', 'Romance']"
4,441,1.0,['Comedy']
4,450,2.0,"['Comedy', 'Drama']"
4,457,5.0,['Thriller']
4,475,5.0,['Drama']
4,492,5.0,"['Comedy', 'Mystery']"
4,509,1.0,"['Drama', 'Romance']"
4,538,5.0,['Drama']
4,539,1.0,"['Comedy', 'Drama', 'Romance']"
4,553,2.0,"['Action', 'Drama', 'Western']"
4,593,5.0,"['Crime', 'Horror', 'Thriller']"
4,595,3.0,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance', 'IMAX']"
4,599,2.0,"['Adventure', 'Western']"
4,608,5.0,"['Comedy', 'Crime', 'Drama', 'Thriller']"
4,648,3.0,"['Action', 'Adventure', 'Mystery', 'Thriller']"
4,708,4.0,"['Comedy', 'Romance']"
4,759,3.0,['Documentary']
4,800,4.0,"['Drama', 'Mystery', 'Western']"
4,892,4.0,"['Comedy', 'Drama', 'Romance']"
4,898,5.0,"['Comedy', 'Drama', 'Romance']"
4,899,4.0,"['Comedy', 'Musical', 'Romance']"
4,902,4.0,"['Drama', 'Romance']"
4,904,4.0,"['Mystery', 'Thriller']"
4,908,5.0,"['Action', 'Adventure', 'Mystery', 'Romance', 'Thriller']"
4,910,5.0,"['Comedy', 'Crime']"
4,912,5.0,"['Drama', 'Romance']"
4,914,5.0,"['Comedy', 'Drama', 'Musical', 'Romance']"
4,920,5.0,"['Drama', 'Romance', 'War']"
4,930,5.0,"['Film-Noir', 'Romance', 'Thriller']"
4,937,3.0,"['Comedy', 'Romance']"
4,1025,4.0,"['Animation', 'Children', 'Fantasy', 'Musical']"
4,1046,5.0,"['Drama', 'Romance']"
4,1057,3.0,"['Comedy', 'Musical', 'Romance']"
4,1060,2.0,"['Comedy', 'Drama']"
4,1073,4.0,"['Children', 'Comedy', 'Fantasy', 'Musical']"
4,1077,5.0,"['Comedy', 'Sci-Fi']"
4,1079,2.0,"['Comedy', 'Crime']"
4,1080,5.0,['Comedy']
4,1084,5.0,"['Crime', 'Drama']"
4,1086,5.0,"['Crime', 'Mystery', 'Thriller']"
4,1094,3.0,"['Drama', 'Romance', 'Thriller']"
4,1103,5.0,['Drama']
4,1183,1.0,"['Drama', 'Romance', 'War']"
4,1196,5.0,"['Action', 'Adventure', 'Sci-Fi']"
4,1198,3.0,"['Action', 'Adventure']"
4,1199,2.0,"['Fantasy', 'Sci-Fi']"
4,1211,1.0,"['Drama', 'Fantasy', 'Romance']"
4,1213,4.0,"['Crime', 'Drama']"
4,1219,4.0,"['Crime', 'Horror']"
4,1225,4.0,['Drama']
4,1250,5.0,"['Adventure', 'Drama', 'War']"
4,1259,4.0,"['Adventure', 'Drama']"
4,1265,4.0,"['Comedy', 'Fantasy', 'Romance']"
4,1266,4.0,"['Drama', 'Western']"
4,1279,2.0,"['Comedy', 'Drama']"
4,1283,5.0,"['Drama', 'Western']"
4,1288,4.0,['Comedy']
4,1291,4.0,"['Action', 'Adventure']"
4,1304,3.0,"['Action', 'Western']"
4,1391,1.0,"['Action', 'Comedy', 'Sci-Fi']"
4,1449,5.0,['Comedy']
4,1466,4.0,"['Crime', 'Drama']"
4,1500,4.0,"['Comedy', 'Crime', 'Romance']"
4,1517,4.0,"['Action', 'Adventure', 'Comedy']"
4,1580,3.0,"['Action', 'Comedy', 'Sci-Fi']"
4,1597,1.0,"['Drama', 'Mystery', 'Romance', 'Thriller']"
4,1641,4.0,"['Comedy', 'Drama']"
4,1704,1.0,"['Drama', 'Romance']"
4,1719,4.0,['Drama']
4,1734,3.0,"['Comedy', 'Drama']"
4,1834,5.0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
4,1860,2.0,['Drama']
4,1883,4.0,"['Comedy', 'Drama', 'Romance']"
4,1885,3.0,"['Comedy', 'Drama', 'Romance']"
4,1892,2.0,['Thriller']
4,1895,4.0,"['Comedy', 'Drama', 'Romance']"
4,1907,3.0,"['Adventure', 'Animation', 'Children', 'Comedy', 'Drama', 'Musical', 'Romance']"
4,1916,1.0,"['Drama', 'Romance']"
4,1966,2.0,['Comedy']
4,1967,5.0,"['Adventure', 'Fantasy', 'Musical']"
4,1968,4.0,"['Comedy', 'Drama']"
4,2019,2.0,"['Action', 'Adventure', 'Drama']"
4,2076,4.0,"['Drama', 'Mystery', 'Thriller']"
4,2078,5.0,"['Animation', 'Children', 'Comedy', 'Musical']"
4,2109,4.0,['Comedy']
4,2145,3.0,"['Comedy', 'Drama', 'Romance']"
4,2150,5.0,"['Adventure', 'Comedy']"
4,2174,5.0,"['Comedy', 'Fantasy']"
4,2186,5.0,"['Crime', 'Drama', 'Film-Noir', 'Thriller']"
4,2203,4.0,"['Crime', 'Drama', 'Thriller']"
4,2204,5.0,"['Mystery', 'Thriller']"
4,2336,2.0,['Drama']
4,2351,4.0,['Drama']
4,2359,4.0,['Comedy']
4,2395,3.0,"['Comedy', 'Drama']"
4,2406,4.0,"['Action', 'Adventure', 'Comedy', 'Romance']"
4,2583,5.0,"['Comedy', 'Drama']"
4,2599,5.0,['Comedy']
4,2628,1.0,"['Action', 'Adventure', 'Sci-Fi']"
4,2683,4.0,"['Action', 'Adventure', 'Comedy']"
4,2762,4.0,"['Drama', 'Horror', 'Mystery']"
4,2763,1.0,"['Action', 'Mystery']"
4,2770,2.0,['Comedy']
4,2791,5.0,['Comedy']
4,2843,5.0,"['Comedy', 'Romance']"
4,2858,5.0,"['Drama', 'Romance']"
4,2874,4.0,"['Comedy', 'Musical', 'Romance']"
4,2921,4.0,['Western']
4,2926,5.0,"['Comedy', 'Drama']"
4,2959,2.0,"['Action', 'Crime', 'Drama', 'Thriller']"
4,2973,2.0,"['Comedy', 'Crime', 'Drama']"
4,2997,4.0,"['Comedy', 'Drama', 'Fantasy']"
4,3079,3.0,"['Comedy', 'Drama', 'Romance']"
4,3083,5.0,['Drama']
4,3160,4.0,['Drama']
4,3176,4.0,"['Drama', 'Mystery', 'Thriller']"
4,3255,4.0,"['Comedy', 'Drama']"
4,3317,4.0,"['Comedy', 'Drama']"
4,3358,3.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
4,3365,5.0,"['Drama', 'Western']"
4,3386,4.0,"['Drama', 'Mystery', 'Thriller']"
4,3408,4.0,['Drama']
4,3481,2.0,"['Comedy', 'Drama', 'Romance']"
4,3489,1.0,"['Adventure', 'Comedy', 'Fantasy']"
4,3538,2.0,['Comedy']
4,3591,1.0,"['Comedy', 'Drama']"
4,3788,3.0,"['Drama', 'Mystery']"
4,3851,5.0,['Comedy']
4,3897,4.0,['Drama']
4,3911,3.0,['Comedy']
4,3967,4.0,['Drama']
4,3996,4.0,"['Action', 'Drama', 'Romance']"
4,4002,3.0,['Comedy']
4,4014,1.0,"['Drama', 'Romance']"
4,4020,3.0,['Thriller']
4,4021,4.0,['Drama']
4,4027,3.0,"['Adventure', 'Comedy', 'Crime']"
4,4033,4.0,"['Drama', 'Thriller', 'War']"
4,4034,5.0,"['Crime', 'Drama', 'Thriller']"
4,4121,4.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']"
4,4144,3.0,"['Drama', 'Romance']"
4,4166,3.0,"['Action', 'Drama']"
4,4226,2.0,"['Mystery', 'Thriller']"
4,4246,4.0,"['Comedy', 'Drama', 'Romance']"
4,4252,3.0,['Drama']
4,4273,4.0,['Drama']
4,4641,1.0,"['Comedy', 'Drama']"
4,4765,5.0,['Drama']
4,4881,3.0,"['Crime', 'Drama']"
4,4896,4.0,"['Adventure', 'Children', 'Fantasy']"
4,4902,4.0,"['Drama', 'Fantasy', 'Horror', 'Thriller', 'War']"
5,21,4.0,"['Comedy', 'Crime', 'Thriller']"
5,34,4.0,"['Children', 'Drama']"
5,36,4.0,"['Crime', 'Drama']"
5,39,3.0,"['Comedy', 'Romance']"
5,50,4.0,"['Crime', 'Mystery', 'Thriller']"
5,58,5.0,"['Comedy', 'Drama', 'Romance']"
5,110,4.0,"['Action', 'Drama', 'War']"
5,232,4.0,"['Comedy', 'Drama', 'Romance']"
5,247,5.0,"['Crime', 'Drama']"
5,253,3.0,"['Drama', 'Horror']"
5,261,4.0,['Drama']
5,265,3.0,"['Drama', 'Fantasy', 'Romance']"
5,290,5.0,"['Crime', 'Drama']"
5,296,5.0,"['Comedy', 'Crime', 'Drama', 'Thriller']"
5,300,3.0,['Drama']
5,316,2.0,"['Action', 'Adventure', 'Sci-Fi']"
5,318,3.0,"['Crime', 'Drama']"
5,344,3.0,['Comedy']
5,364,3.0,"['Adventure', 'Animation', 'Children', 'Drama', 'Musical', 'IMAX']"
5,367,4.0,"['Action', 'Comedy', 'Crime', 'Fantasy']"
5,380,2.0,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']"
5,410,3.0,"['Children', 'Comedy', 'Fantasy']"
5,457,4.0,['Thriller']
5,474,4.0,"['Action', 'Thriller']"
5,515,3.0,"['Drama', 'Romance']"
5,527,5.0,"['Drama', 'War']"
5,534,3.0,"['Drama', 'Romance']"
5,588,4.0,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']"
5,589,3.0,"['Action', 'Sci-Fi']"
5,592,3.0,"['Action', 'Crime', 'Thriller']"
5,594,5.0,"['Animation', 'Children', 'Drama', 'Fantasy', 'Musical']"
5,595,5.0,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance', 'IMAX']"
5,596,5.0,"['Animation', 'Children', 'Fantasy', 'Musical']"
5,597,3.0,"['Comedy', 'Romance']"
5,608,3.0,"['Comedy', 'Crime', 'Drama', 'Thriller']"
6,2,4.0,"['Adventure', 'Children', 'Fantasy']"
6,3,5.0,"['Comedy', 'Romance']"
6,4,3.0,"['Comedy', 'Drama', 'Romance']"
6,5,5.0,['Comedy']
6,6,4.0,"['Action', 'Crime', 'Thriller']"
6,7,4.0,"['Comedy', 'Romance']"
6,8,3.0,"['Adventure', 'Children']"
6,10,3.0,"['Action', 'Adventure', 'Thriller']"
6,11,4.0,"['Comedy', 'Drama', 'Romance']"
6,13,3.0,"['Adventure', 'Animation', 'Children']"
6,15,4.0,"['Action', 'Adventure', 'Romance']"
6,16,4.0,"['Crime', 'Drama']"
6,19,2.0,['Comedy']
6,21,2.0,"['Comedy', 'Crime', 'Thriller']"
6,22,5.0,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']"
6,26,4.0,['Drama']
6,27,3.0,"['Children', 'Drama']"
6,34,4.0,"['Children', 'Drama']"
6,45,3.0,"['Comedy', 'Drama', 'Thriller']"
6,46,4.0,"['Drama', 'Romance']"
6,47,4.0,"['Mystery', 'Thriller']"
6,50,1.0,"['Crime', 'Mystery', 'Thriller']"
6,61,4.0,"['Drama', 'Thriller']"
6,62,4.0,['Drama']
6,65,3.0,['Comedy']
6,76,4.0,"['Action', 'Sci-Fi', 'Thriller']"
6,79,3.0,"['Drama', 'Thriller']"
6,87,3.0,"['Children', 'Comedy']"
6,89,4.0,"['Action', 'Thriller']"
6,92,4.0,"['Drama', 'Horror', 'Thriller']"
6,95,4.0,"['Action', 'Adventure', 'Thriller']"
6,100,3.0,"['Drama', 'Thriller']"
6,105,3.0,"['Drama', 'Romance']"
6,110,5.0,"['Action', 'Drama', 'War']"
6,112,4.0,"['Action', 'Adventure', 'Comedy', 'Crime']"
6,126,3.0,"['Adventure', 'Children', 'Fantasy']"
6,140,3.0,"['Drama', 'Romance']"
6,141,4.0,['Comedy']
6,145,4.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
6,146,4.0,"['Adventure', 'Children']"
6,150,4.0,"['Adventure', 'Drama', 'IMAX']"
6,151,4.0,"['Action', 'Drama', 'Romance', 'War']"
6,153,3.0,"['Action', 'Adventure', 'Comedy', 'Crime']"
6,158,4.0,"['Adventure', 'Children']"
6,160,5.0,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']"
6,161,3.0,"['Drama', 'Thriller', 'War']"
6,168,5.0,"['Action', 'Drama', 'Romance']"
6,179,1.0,"['Drama', 'Romance']"
6,181,3.0,"['Action', 'Children']"
6,185,3.0,"['Action', 'Crime', 'Thriller']"
6,186,3.0,"['Comedy', 'Romance']"
6,189,3.0,"['Comedy', 'Fantasy']"
6,191,2.0,"['Drama', 'Romance']"
6,195,4.0,"['Comedy', 'Drama', 'Romance']"
6,201,3.0,"['Drama', 'Fantasy']"
6,204,3.0,['Action']
